Key,schinese,tchinese
modchokeremingtontacticalDesc,重量：[4FBE28]0.101kg[-]\n后座力：[4FBE28]-12%[-]\n射弹散布：[4FBE28]-25%[-]\n\n相容性：M870、KSG-12、MP-153、M3 Benelli,重量：[4FBE28]0.101kg[-]\n後座力：[4FBE28]-12%[-]\n射彈散佈：[4FBE28]-25%[-]\n\n相容性：M870、KSG-12、MP-153、M3 Benelli
modmuzzleSGgk02muzzlebrakeDesc,重量：[4FBE28]0.233kg[-]\n后座力：[4FBE28]-20%[-]\n\n相容性：M870、KSG-12、MP-153、M3 Benelli、Saiga-12K,重量：[4FBE28]0.233kg[-]\n後座力：[4FBE28]-20%[-]\n\n相容性：M870、KSG-12、MP-153、M3 Benelli、Saiga-12K
modmuzzletromixmonsterclawDesc,重量：[4FBE28]0.340kg[-]\n后座力：[4FBE28]-34%[-]\n\n相容性：M870、KSG-12、MP-153、M3 Benelli、Saiga-12K,重量：[4FBE28]0.340kg[-]\n後座力：[4FBE28]-34%[-]\n\n相容性：M870、KSG-12、MP-153、M3 Benelli、Saiga-12K
modchokeAA12Desc,重量：[4FBE28]0.101kg[-]\n后座力：[4FBE28]-12%[-]\n射弹散布：[4FBE28]-30%[-]\n\n相容性：AA-12,重量：[4FBE28]0.101kg[-]\n後座力：[4FBE28]-12%[-]\n射彈散佈：[4FBE28]-30%[-]\n\n相容性：AA-12
modsilencerAA12marauderDesc,重量：[4FBE28]0.570kg[-]\n后座力：[4FBE28]-20%[-]\n人体工学：[FF4F33]-20%[-]\n腰射准确度：[FF4F33]-20%[-]\n武器磨损：[FF4F33]+40%[-]\n\n相容性：AA-12,重量：[4FBE28]0.570kg[-]\n後座力：[4FBE28]-20%[-]\n人體工學：[FF4F33]-20%[-]\n腰射準確度：[FF4F33]-20%[-]\n武器磨損：[FF4F33]+40%[-]\n\n相容性：AA-12
modsilencerco9ospreyDesc,重量：[4FBE28]0.270kg[-]\n后座力：[4FBE28]-16%[-]\n人体工学：[FF4F33]-10%[-]\n腰射准确度：[FF4F33]-10%[-]\n武器磨损：[FF4F33]+25%[-]\n\n相容性：MP-5、MP9-N、PP-19-01、Vector 9、UZI、STM-9、Glock 17、P226R、M9A3,重量：[4FBE28]0.270kg[-]\n後座力：[4FBE28]-16%[-]\n人體工學：[FF4F33]-10%[-]\n腰射準確度：[FF4F33]-10%[-]\n武器磨損：[FF4F33]+25%[-]\n\n相容性：MP-5、MP9-N、PP-19-01、Vector 9、UZI、STM-9、Glock 17、P226R、M9A3
modsilencersigsrd9Desc,重量：[4FBE28]0.255kg[-]\n后座力：[4FBE28]-18%[-]\n人体工学：[FF4F33]-9%[-]\n腰射准确度：[FF4F33]-9%[-]\n武器磨损：[FF4F33]+20%[-]\n\n相容性：MP-5、MP9-N、PP-19-01、Vector 9、UZI、STM-9、Glock 17、P226R、M9A3,重量：[4FBE28]0.255kg[-]\n後座力：[4FBE28]-18%[-]\n人體工學：[FF4F33]-9%[-]\n腰射準確度：[FF4F33]-9%[-]\n武器磨損：[FF4F33]+20%[-]\n\n相容性：MP-5、MP9-N、PP-19-01、Vector 9、UZI、STM-9、Glock 17、P226R、M9A3
modsilencerco45komegaDesc,重量：[4FBE28]0.270kg[-]\n后座力：[4FBE28]-14%[-]\n人体工学：[FF4F33]-10%[-]\n腰射准确度：[FF4F33]-10%[-]\n武器磨损：[FF4F33]+15%[-]\n\n相容性：Vector 45、M45A1、M1911、USP 45 Tactical,重量：[4FBE28]0.270kg[-]\n後座力：[4FBE28]-14%[-]\n人體工學：[FF4F33]-10%[-]\n腰射準確度：[FF4F33]-10%[-]\n武器磨損：[FF4F33]+15%[-]\n\n相容性：Vector 45、M45A1、M1911、USP 45 Tactical
modsilencerump45btDesc,重量：[4FBE28]0.453kg[-]\n后座力：[4FBE28]-16%[-]\n人体工学：[FF4F33]-10%[-]\n腰射准确度：[FF4F33]-10%[-]\n武器磨损：[FF4F33]+15%[-]\n\n相容性：UMP-45,重量：[4FBE28]0.453kg[-]\n後座力：[4FBE28]-16%[-]\n人體工學：[FF4F33]-10%[-]\n腰射準確度：[FF4F33]-10%[-]\n武器磨損：[FF4F33]+15%[-]\n\n相容性：UMP-45


modstockttmachinecustom,TT-33 定制枪托,TT-33 特製槍托
modstockstechkinwire,斯捷奇金钢线枪托,斯捷奇金鋼線槍托
modstockglockfdglr17,Fab Defence GLR-17 Glock兼容枪托,Fab Defence GLR-17 Glock兼容槍托
modstockmp5kpdw,MP5K PDW 摺叠枪托,MP5K PDW 摺疊槍托
modstockmp5a2,[09FF00]MP5 A2 枪托[-],[09FF00]MP5 A2 槍托[-]
modstockp90dibuttpad,[004CFF]P90 DI 枪托底板[-],[004CFF]P90 DI 槍托底板[-]
modstockakzenitpt1,[09FF00]AK Zenit PT-1 枪托[-],[09FF00]AK Zenit PT-1 槍托[-]
modstockakzenitpt3,[004CFF]AK Zenit PT-3 枪托[-],[004CFF]AK Zenit PT-3 槍托[-]
modstockakzhukovmagpul,[BB00FF]AKM/AK-74 Zhukov-S 枪托[-],[BB00FF]AKM/AK-74 Zhukov-S 槍托[-]
modstocka2ar15prsgen2tan,[004CFF]A2 AR-15 PRS Gen 2 枪托(棕褐色)[-],[004CFF]A2 AR-15 PRS Gen 2 槍托(棕褐色)[-]
modstocka2ar15prsgen3,[BB00FF]A2 AR-15 PRS Gen 3 枪托[-],[BB00FF]A2 AR-15 PRS Gen 3 槍托[-]
modstockar15b5precision,[FFD700]AR-15 B5 Precision 枪托[-],[FFD700]AR-15 B5 Precision 槍托[-]
modstockar15troym7a1,[09FF00]AR-15 Troy M7A1 枪托[-],[09FF00]AR-15 Troy M7A1 槍托[-]
modstockar15glcore,[BB00FF]AR-15 GL-Core 枪托[-],[BB00FF]AR-15 GL-Core 槍托[-]
modstockar15acesocomgen4,[FFD700]AR-15 ACE SOCOM Gen 4 枪托[-],[FFD700]AR-15 ACE SOCOM Gen 4 槍托[-]
modstockar15hke1,[004CFF]AR-15 HK E1 枪托[-],[004CFF]AR-15 HK E1 槍托[-]
modstockar15ergof93pro,[BB00FF]AR-15 Ergo F93 Pro 枪托[-],[BB00FF]AR-15 Ergo F93 Pro 槍托[-]
modstockIWICarmelErgo,[BB00FF]IWI Carmel Ergo 枪托[-],[BB00FF]IWI Carmel Ergo 槍托[-]
modstockfnminimilightweight,[FFD700]FN Minimi Lightweight 枪托[-],[FFD700]FN Minimi Lightweight 槍托[-]
modstocksigtelescoping,[FFD700]SIG Telescoping 枪托[-],[FFD700]SIG Telescoping 槍托[-]
modstockmaximcqb,[BB00FF]Maxim CQB 枪托[-],[BB00FF]Maxim CQB 槍托[-]
modstockpmmulss,[BB00FF]PMM ULSS 枪托[-],[BB00FF]PMM ULSS 槍托[-]
modstockSA58paraSPR,[004CFF]SA58 SPR 枪托[-],[004CFF]SA58 SPR 槍托[-]
modstockSA58paraBRS,[004CFF]SA58 BRS 枪托[-],[004CFF]SA58 BRS 槍托[-]
modstockVLtorVSS11,[BB00FF]FN SCAR VSS-11 枪托[-],[BB00FF]FN SCAR VSS-11 槍托[-]
modstock417hke2,[BB00FF]HK417 E2 枪托[-],[BB00FF]HK417 E2 槍托[-]
modstockpkzenitpt2,[FFD700]PK Zenit PT-2 枪托[-],[FFD700]PK Zenit PT-2 槍托[-]
modstockm3benelliurbino,[004CFF]M3 Urbino 枪托[-],[004CFF]M3 Urbino 槍托[-]
modstock_ak_izhmash_ak_evo,[FFD700]AK Evo-styled 枪托[-],[FFD700]AK Evo-styled 槍托[-]
modstock_ak_promag_archangel_opfor_aa47,[FFD700]Archangel OPFOR AA47 枪托[-],[FFD700]Archangel OPFOR AA47 槍托[-]
modstock_ak_hera_arms_cqr47,[004CFF]HeraArms CQR 47 枪托[-],[004CFF]HeraArms CQR 47 槍托[-]

modstockttmachinecustomDesc,重量：[4FBE28]0.050kg[-]\n人体工学：[4FBE28]+10%[-]\n腰射准确度：[4FBE28]+25%[-]\n后座力：[4FBE28]-25%[-]\n\n相容性：TT-33　自动手枪（普通版本以及黄金版本无法适用,重量：[4FBE28]0.050kg[-]\n人體工學：[4FBE28]+10%[-]\n腰射準確度：[4FBE28]+25%[-]\n後座力：[4FBE28]-25%[-]\n\n相容性：TT-33　自動手槍（普通版本以及黃金版本無法適用）
modstockstechkinwireDesc,重量：[4FBE28]0.050kg[-]\n人体工学：[4FBE28]+10%[-]\n腰射准确度：[4FBE28]+25%[-]\n后座力：[4FBE28]-27%[-]\n\n相容性：斯捷奇金自动手枪,重量：[4FBE28]0.050kg[-]\n人體工學：[4FBE28]+10%[-]\n腰射準確度：[4FBE28]+25%[-]\n後座力：[4FBE28]-27%[-]\n\n相容性：斯捷奇金自動手槍
modstockglockfdglr17Desc,重量：[4FBE28]0.050kg[-]\n人体工学：[4FBE28]+10%[-]\n腰射准确度：[4FBE28]+25%[-]\n后座力：[4FBE28]-23%[-]\n\n相容性：Glock 17 & Glock 18C,重量：[4FBE28]0.050kg[-]\n人體工學：[4FBE28]+10%[-]\n腰射準確度：[4FBE28]+25%[-]\n後座力：[4FBE28]-23%[-]\n\n相容性：Glock 17 & Glock 18C
modstockmp5kpdwDesc,重量：[4FBE28]0.050kg[-]\n人体工学：[4FBE28]+15%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-18%[-]\n\n相容性：MP5K,重量：[4FBE28]0.050kg[-]\n人體工學：[4FBE28]+15%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-18%[-]\n\n相容性：MP5K
modstockmp5a2Desc,重量：[4FBE28]0.400kg[-]\n人体工学：[4FBE28]+15%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-24%[-]\n\n相容性：MP5 & MP5SD,重量：[4FBE28]0.400kg[-]\n人體工學：[4FBE28]+15%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-24%[-]\n\n相容性：MP5 & MP5SD
modstockp90dibuttpadDesc,重量：[4FBE28]0.060kg[-]\n人体工学：[4FBE28]+15%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-15%[-]\n\n相容性：P90,重量：[4FBE28]0.060kg[-]\n人體工學：[4FBE28]+15%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-15%[-]\n\n相容性：P90
modstockakzenitpt1Desc,重量：[4FBE28]0.480kg[-]\n人体工学：[4FBE28]+6%[-]\n腰射准确度：[4FBE28]+6%[-]\n后座力：[4FBE28]-26%[-]\n\n相容性：PP-19-01、AKS-74UN、AK-74N/M、AK-107、AKMN、AK-103、AK-109、Velociraptor、Saiga-12K,重量：[4FBE28]0.480kg[-]\n人體工學：[4FBE28]+6%[-]\n腰射準確度：[4FBE28]+6%[-]\n後座力：[4FBE28]-26%[-]\n\n相容性：PP-19-01、AKS-74UN、AK-74N/M、AK-107、AKMN、AK-103、AK-109、Velociraptor、Saiga-12K
modstockakzenitpt3Desc,重量：[4FBE28]0.250kg[-]\n人体工学：[4FBE28]+12%[-]\n腰射准确度：[4FBE28]+12%[-]\n后座力：[4FBE28]-27%[-]\n\n相容性：PP-19-01、AKS-74UN、AK-74N/M、AK-107、AKMN、AK-103、AK-109、Velociraptor、Saiga-12K,重量：[4FBE28]0.250kg[-]\n人體工學：[4FBE28]+12%[-]\n腰射準確度：[4FBE28]+12%[-]\n後座力：[4FBE28]-27%[-]\n\n相容性：PP-19-01、AKS-74UN、AK-74N/M、AK-107、AKMN、AK-103、AK-109、Velociraptor、Saiga-12K
modstockakzhukovmagpulDesc,重量：[4FBE28]0.430kg[-]\n人体工学：[4FBE28]+24%[-]\n腰射准确度：[4FBE28]+12%[-]\n后座力：[4FBE28]-28%[-]\n\n相容性：AK-74N、AKMN & AK-103、RD-704,重量：[4FBE28]0.430kg[-]\n人體工學：[4FBE28]+24%[-]\n腰射準確度：[4FBE28]+12%[-]\n後座力：[4FBE28]-28%[-]\n\n相容性：AK-74N、AKMN & AK-103、RD-704
modstocka2ar15prsgen2tanDesc,重量：[4FBE28]0.950kg[-]\n人体工学：[4FBE28]+15%[-]\n腰射准确度：[4FBE28]+7.5%[-]\n后座力：[4FBE28]-24%[-]\n\n相容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1,重量：[4FBE28]0.950kg[-]\n人體工學：[4FBE28]+15%[-]\n腰射準確度：[4FBE28]+7.5%[-]\n後座力：[4FBE28]-24%[-]\n\n相容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1
modstocka2ar15prsgen3Desc,重量：[4FBE28]0.970kg[-]\n人体工学：[4FBE28]+20%[-]\n腰射准确度：[4FBE28]+10%[-]\n后座力：[4FBE28]-24%[-]\n\n相容性：AR-15 styled stock. Can fit on many guns.,重量：[4FBE28]0.970kg[-]\n人體工學：[4FBE28]+20%[-]\n腰射準確度：[4FBE28]+10%[-]\n後座力：[4FBE28]-24%[-]\n\n相容性：AR-15 styled stock. Can fit on many guns.
modstockar15b5precisionDesc,重量：[4FBE28]0.350kg[-]\n人体工学：[4FBE28]+25%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-28%[-]\n\n相容性：AR-15 styled stock. Can fit on many guns.,重量：[4FBE28]0.350kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-28%[-]\n\n相容性：AR-15 styled stock. Can fit on many guns.
modstockar15troym7a1Desc,重量：[4FBE28]0.400kg[-]\n人体工学：[4FBE28]+10%[-]\n腰射准确度：[4FBE28]+10%[-]\n后座力：[4FBE28]-18%[-]\n\n相容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL、RSASS、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1,重量：[4FBE28]0.400kg[-]\n人體工學：[4FBE28]+10%[-]\n腰射準確度：[4FBE28]+10%[-]\n後座力：[4FBE28]-18%[-]\n\n相容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL、RSASS、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1
modstockar15glcoreDesc,重量：[4FBE28]0.461kg[-]\n人体工学：[4FBE28]+25%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-19%[-]\n\n相容性：AR-15 styled stock. Can fit on many guns.,重量：[4FBE28]0.461kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-19%[-]\n\n相容性：AR-15 styled stock. Can fit on many guns.
modstockar15acesocomgen4Desc,重量：[4FBE28]0.470kg[-]\n人体工学：[4FBE28]+40%[-]\n腰射准确度：[4FBE28]+20%[-]\n后座力：[4FBE28]-22%[-]\n\n相容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL、SR-25、RSASS、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1,重量：[4FBE28]0.470kg[-]\n人體工學：[4FBE28]+40%[-]\n腰射準確度：[4FBE28]+20%[-]\n後座力：[4FBE28]-22%[-]\n\n相容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL、SR-25、RSASS、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1
modstockar15hke1Desc,重量：[4FBE28]0.520kg[-]\n人体工学：[4FBE28]+12%[-]\n腰射准确度：[4FBE28]+12%[-]\n后座力：[4FBE28]-23%[-]\n\n相容性：AR-15 styled stock. Can fit on many guns.,重量：[4FBE28]0.520kg[-]\n人體工學：[4FBE28]+12%[-]\n腰射準確度：[4FBE28]+12%[-]\n後座力：[4FBE28]-23%[-]\n\n相容性：AR-15 styled stock. Can fit on many guns.
modstockar15ergof93proDesc,重量：[4FBE28]0.590kg[-]\n人体工学：[4FBE28]+20%[-]\n腰射准确度：[4FBE28]+20%[-]\n后座力：[4FBE28]-21%[-]\n\n相容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL、SR-25、RSASS、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1,重量：[4FBE28]0.590kg[-]\n人體工學：[4FBE28]+20%[-]\n腰射準確度：[4FBE28]+20%[-]\n後座力：[4FBE28]-21%[-]\n\n相容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL、SR-25、RSASS、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1
modstockIWICarmelErgoDesc,重量：[4FBE28]0.500kg[-]\n人体工学：[4FBE28]+20%[-]\n腰射准确度：[4FBE28]+10%[-]\n后座力：[4FBE28]-21%[-]\n\n相容性：IWI Carmel,重量：[4FBE28]0.500kg[-]\n人體工學：[4FBE28]+20%[-]\n腰射準確度：[4FBE28]+10%[-]\n後座力：[4FBE28]-21%[-]\n\n相容性：IWI Carmel
modstockfnminimilightweightDesc,重量：[4FBE28]0.300kg[-]\n人体工学：[4FBE28]+25%[-]\n腰射准确度：[4FBE28]+12.5%[-]\n后座力：[4FBE28]-25%[-]\n\n相容性：FN Minimi,重量：[4FBE28]0.300kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射準確度：[4FBE28]+12.5%[-]\n後座力：[4FBE28]-25%[-]\n\n相容性：FN Minimi
modstocksigtelescopingDesc,重量：[4FBE28]0.340kg[-]\n人体工学：[4FBE28]+40%[-]\n腰射准确度：[4FBE28]+10%[-]\n后座力：[4FBE28]-20%[-]\n\n相容性：SIG MPX/MCX/MCX Spear & SCAR-H,重量：[4FBE28]0.340kg[-]\n人體工學：[4FBE28]+40%[-]\n腰射準確度：[4FBE28]+10%[-]\n後座力：[4FBE28]-20%[-]\n\n相容性：SIG MPX/MCX/MCX Spear & SCAR-H
modstockmaximcqbDesc,重量：[4FBE28]0.500kg[-]\n人体工学：[4FBE28]+20%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-21%[-]\n\n相容性：SIG MPX/MCX/MCX Spear & SCAR-H,重量：[4FBE28]0.500kg[-]\n人體工學：[4FBE28]+20%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-21%[-]\n\n相容性：SIG MPX/MCX/MCX Spear & SCAR-H
modstockpmmulssDesc,重量：[4FBE28]0.460kg[-]\n人体工学：[4FBE28]+30%[-]\n腰射准确度：[4FBE28]+20%[-]\n后座力：[4FBE28]-23%[-]\n\n相容性：SIG MPX/MCX/MCX Spear & SCAR-H,重量：[4FBE28]0.460kg[-]\n人體工學：[4FBE28]+30%[-]\n腰射準確度：[4FBE28]+20%[-]\n後座力：[4FBE28]-23%[-]\n\n相容性：SIG MPX/MCX/MCX Spear & SCAR-H
modstockSA58paraSPRDesc,重量：[4FBE28]0.950kg[-]\n人体工学：[4FBE28]+25%[-]\n腰射准确度：[4FBE28]+5%[-]\n后座力：[4FBE28]-25%[-]\n\n相容性：FN FAL,重量：[4FBE28]0.950kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射準確度：[4FBE28]+5%[-]\n後座力：[4FBE28]-25%[-]\n\n相容性：FN FAL
modstockSA58paraBRSDesc,重量：[4FBE28]0.810kg[-]\n人体工学：[4FBE28]+15%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-25%[-]\n\n相容性：FN FAL,重量：[4FBE28]0.810kg[-]\n人體工學：[4FBE28]+15%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-25%[-]\n\n相容性：FN FAL
modstockVLtorVSS11Desc,重量：[4FBE28]0.630kg[-]\n人体工学：[4FBE28]+25%[-]\n腰射准确度：[4FBE28]+10%[-]\n后座力：[4FBE28]-23%[-]\n\n相容性：SCAR-H,重量：[4FBE28]0.630kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射準確度：[4FBE28]+10%[-]\n後座力：[4FBE28]-23%[-]\n\n相容性：SCAR-H
modstock417hke2Desc,重量：[4FBE28]0.550kg[-]\n人体工学：[4FBE28]+15%[-]\n腰射准确度：[4FBE28]+20%[-]\n后座力：[4FBE28]-23%[-]\n\n相容性：HK417 & G28,重量：[4FBE28]0.550kg[-]\n人體工學：[4FBE28]+15%[-]\n腰射準確度：[4FBE28]+20%[-]\n後座力：[4FBE28]-23%[-]\n\n相容性：HK417 & G28
modstockpkzenitpt2Desc,重量：[4FBE28]0.640kg[-]\n人体工学：[4FBE28]+25%[-]\n腰射准确度：[4FBE28]+12.5%[-]\n后座力：[4FBE28]-21%[-]\n\n相容性：PKP Pecheneg,重量：[4FBE28]0.640kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射準確度：[4FBE28]+12.5%[-]\n後座力：[4FBE28]-21%[-]\n\n相容性：PKP Pecheneg
modstockm3benelliurbinoDesc,重量：[4FBE28]1.043kg[-]\n人体工学：[4FBE28]+10%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-25%[-]\n\n相容性：M3 Benelli,重量：[4FBE28]1.043kg[-]\n人體工學：[4FBE28]+10%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-25%[-]\n\n相容性：M3 Benelli

modstock_ak_izhmash_ak_evoDesc,重量：[4FBE28]0.397kg[-]\n人体工学：[4FBE28]+25%[-]\n腰射准确度：[4FBE28]+25%[-]\n后座力：[4FBE28]-28%[-]\n\n相容性：AKS-74UN、AK-74M、AK-107、AK-109、AK-12、RPK-16、Saiga-12K,重量：[4FBE28]0.397kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射準確度：[4FBE28]+25%[-]\n後座力：[4FBE28]-28%[-]\n\n相容性：AKS-74UN、AK-74M、AK-107、AK-109、AK-12、RPK-16、Saiga-12K
modstock_ak_promag_archangel_opfor_aa47Desc,重量：[4FBE28]0.39kg[-]\n人体工学：[4FBE28]+36%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-27%[-]\n\n相容性：AK-74N、AKMN & AK-103、RD-704、Velociraptor,重量：[4FBE28]0.39kg[-]\n人體工學：[4FBE28]+36%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-27%[-]\n\n相容性：AK-74N、AKMN & AK-103、RD-704、Velociraptor
modstock_ak_hera_arms_cqr47Desc,重量：[4FBE28]0.525kg[-]\n人体工学：[4FBE28]+15%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-25%[-]\n\n相容性：AK-74N、AKMN & AK-103、RD-704、Velociraptor,重量：[4FBE28]0.525kg[-]\n人體工學：[4FBE28]+15%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-25%[-]\n\n相容性：AK-74N、AKMN & AK-103、RD-704、Velociraptor
modm203grenadelaunchers,M203 40 mm下挂式榴弹发射器,M203 40 mm下掛式榴彈發射器
modm203grenadelaunchersDesc,M203 下挂式榴弹发射器有 3 种变体：枪管安装、导轨安装和迷你 203。\n默认模式切换键：X，与爆破专家一起缩放，在没有导轨部分的枪上需要导轨护手。\n\n可以与这些 SMG 一起安装：MP5、MP5SD、MP7、MPX、Vector 9/45、STM-9、CZ Evo3、所有突击步枪。,M203 下掛式榴彈發射器有 3 種變體：槍管安裝、導軌安裝和迷你 203。\n默認模式切換鍵：X，與爆破專家一起縮放，在沒有導軌部分的槍上需要導軌護手。\n\n可以與這些 SMG 一起安裝：MP5、MP5SD、MP7、MPX、Vector 9/45、STM-9、CZ Evo3、所有突擊步槍。
modgp25grenadelauncher,GP-25 40 mm下挂式榴弹发射器,GP-25 40 mm下掛式榴彈發射器
modgp25grenadelauncherDesc,GP-25 下挂式榴弹发射器是与任何 AK 型号兼容的标准榴弹发射器。\n默认模式切换键：X，与 Demolition Expert 一起缩放。\n\n与所有 AK 兼容。与 AKS-74UN 不兼容，不能配备 RPK16 95 发弹鼓。,GP-25 下掛式榴彈發射器是與任何 AK 型號相容的標準榴彈發射器。\n默認模式切換鍵：X，與 Demolition Expert 一起縮放。\n\n與所有 AK 相容。與 AKS-74UN 不相容，不能配備 RPK16 95 發彈鼓。

mag_mr153_izhmeh_12g_8,[004CFF]MP-153 8发弹匣[-],[004CFF]MP-153 8發彈匣[-]
mag_mr153_izhmeh_12g_8Desc,将你的弹匣总容量增加至 [4FBE28]9[-] 发。\n你的后坐力增加 [FF4F33]10%[-] 并且腰射准确度降低 [FF4F33]10%[-]。\n\n相容性：MP-153、MP-155“Ultima”,將你的彈匣總容量增加至 [4FBE28]9[-] 發。\n你的後坐力增加 [FF4F33]10%[-] 並且腰射準確度降低 [FF4F33]10%[-]。\n\n相容性：MP-153、MP-155“Ultima”
mag_m3_tonisystem_magazine_extension_12g_13,[004CFF]M3 Super 90 Toni 系统 13 发弹匣[-],[004CFF]M3 Super 90 Toni 系統 13 發彈匣[-]
mag_m3_tonisystem_magazine_extension_12g_13Desc,将你的弹匣总容量增加至 [4FBE28]14[-] 发。\n你的后坐力增加 [FF4F33]12%[-] 且腰射准确度降低 [FF4F33]10%[-]。\n\n相容性：贝纳利 M4,將你的彈匣總容量增加至 [4FBE28]14[-] 發。\n你的後坐力增加 [FF4F33]12%[-] 且腰射準確度降低 [FF4F33]10%[-]。\n\n相容性：貝納利 M4
modstockm1014collapsible,[004CFF]M1014折叠枪托[-],[004CFF]M1014摺疊槍托[-]
modstockm1014collapsibleDesc,轻型枪托。\n减少 [4FBE28]6%[-] 的后坐力，提高 [4FBE28]16%[-] 的腰射准确度。\n\n相容性：贝纳利 M4,輕型槍托。\n減少 [4FBE28]6%[-] 的後坐力，提高 [4FBE28]16%[-] 的腰射準確度。\n\n相容性：貝納利 M4
resource_item_other_powder,「风筝」蓝色火药罐,「風箏」藍色火藥罐
resource_item_other_powderDesc,生产各类小口径弹药的关键材料，对于确保适当的性能和一致性至关重要。\n以 [D3CE1D]8[-] 为单位制作。,生產各類小口徑彈藥的關鍵材料，對於確保適當的性能和一致性至關重要。\n以 [D3CE1D]8[-] 為單位製作。
resource_item_other_powder_green,「老鹰」绿色火药罐,「老鷹」綠色火藥罐
resource_item_other_powder_greenDesc,生产各类中口径弹药的关键部件，对于确保适当的性能和一致性至关重要。\n以 [D3CE1D]8[-] 为单位制作。,生產各類中口徑彈藥的關鍵部件，對於確保適當的性能和一致性至關重要。\n以 [D3CE1D]8[-] 為單位製作。
resource_item_other_powder_red,「猎隼」红色火药罐,「獵隼」紅色火藥罐
resource_item_other_powder_redDesc,生产各类大口径弹药的关键部件，对于确保适当的性能和一致性至关重要。\n以 [D3CE1D]8[-] 的数量制作。,生產各類大口徑彈藥的關鍵部件，對於確保適當的性能和一致性至關重要。\n以 [D3CE1D]8[-] 的數量製作。
resourceCellulosePowder,纤维素粉,纖維素粉
resourceCellulosePowderDesc,火药的製造过程中纤维素粉佔了总成分的12.5%。\n以 [D3CE1D]16[-] 为批量制作。,火藥的製造過程中纖維素佔了總成分的12.5%。\n以 [D3CE1D]16[-] 為批次製作。
resourceNitricAcid,硝酸（~68%）,硝酸（~68%）
resourceNitricAcidDesc,火药的製造过程中硝酸佔了总成分的37.5%。,火藥的製造過程中硝酸佔了總成分的37.5%。
resourceSulfuricAcid,硫酸 (~98%),硫酸 (~98%)
resourceSulfuricAcidDesc,火药的製造过程中硫酸佔了总成分的50%。,火藥的製造過程中硫酸佔了總成分的50%。
resourceLowCaliberCasing,子弹壳（小口径）,子彈殼（小口徑）
resourceLowCaliberCasingDesc,小口径弹壳是各类弹药生产的关键部件。,小口徑彈殼是各類彈藥生產的關鍵部件。
resourceMedCaliberCasing,子弹壳（中口径）,子彈殼（中口徑）
